,Unnamed: 0,Unnamed: 0.1,word,frequency,start_date,end_date,rank
1879,1879,1879,Aucun Cas,1,2020-06-01,2020-06-09,206
1880,1880,1880,Black Lives Matter,1,2020-06-01,2020-06-09,207
1881,1881,1881,Berkat,1,2020-06-01,2020-06-09,208
1882,1882,1882,httpstco7csvllStYX Covid 19,1,2020-06-01,2020-06-09,209
1883,1883,1883,Getty Images,1,2020-06-01,2020-06-09,210
1884,1884,1884,Felicidades Ill,1,2020-06-01,2020-06-09,211
1885,1885,1885, ,280,2020-06-11,2020-06-19,1
1886,1886,1886, s,31,2020-06-11,2020-06-19,2
1887,1887,1887,Nueva Zelanda,29,2020-06-11,2020-06-19,3
1888,1888,1888,Covid 19,11,2020-06-11,2020-06-19,4
1889,1889,1889,Kiwis,8,2020-06-11,2020-06-19,5
1890,1890,1890,Angela Merkel,7,2020-06-11,2020-06-19,6
1891,1891,1891,Tsai Ingwen,6,2020-06-11,2020-06-19,7
1892,1892,1892,PM  ,5,2020-06-11,2020-06-19,8
1893,1893,1893,Mette Frederiksen,5,2020-06-11,2020-06-19,9
1894,1894,1894,Covid,4,2020-06-11,2020-06-19,10
1895,1895,1895,de Nueva,4,2020-06-11,2020-06-19,11
1896,1896,1896,David Clark Stuart Nash,4,2020-06-11,2020-06-19,12
1897,1897,1897,David Clark,4,2020-06-11,2020-06-19,13
1898,1898,1898,Duo,3,2020-06-11,2020-06-19,14
1899,1899,1899,Se,3,2020-06-11,2020-06-19,15
1900,1900,1900,Boris Johnson,3,2020-06-11,2020-06-19,16
1901,1901,1901,Dunedin,3,2020-06-11,2020-06-19,17
1902,1902,1902,Bukele,3,2020-06-11,2020-06-19,18
1903,1903,1903,Lejos del,3,2020-06-11,2020-06-19,19
1904,1904,1904,Erna Solberg Norway,3,2020-06-11,2020-06-19,20
1905,1905,1905,Morrison,2,2020-06-11,2020-06-19,21
1906,1906,1906,Scott Morrison,2,2020-06-11,2020-06-19,22
1907,1907,1907,Digby Webb,2,2020-06-11,2020-06-19,23
1908,1908,1908,Act,2,2020-06-11,2020-06-19,24
1909,1909,1909,Trumps,2,2020-06-11,2020-06-19,25
1910,1910,1910,de Nueva Zelanda,2,2020-06-11,2020-06-19,26
1911,1911,1911,Boris,2,2020-06-11,2020-06-19,27
1912,1912,1912,Trump,2,2020-06-11,2020-06-19,28
1913,1913,1913,  Stop,2,2020-06-11,2020-06-19,29
1914,1914,1914,  Coronavirus,2,2020-06-11,2020-06-19,30
1915,1915,1915,Erna Solberg,2,2020-06-11,2020-06-19,31
1916,1916,1916,Alastair,2,2020-06-11,2020-06-19,32
1917,1917,1917,Siouxsie Wiles,1,2020-06-11,2020-06-19,33
1918,1918,1918,httpstcoBib5jYaSU7  ,1,2020-06-11,2020-06-19,34
1919,1919,1919,Simon Bridges,1,2020-06-11,2020-06-19,35
1920,1920,1920,Nieuw Zeeland,1,2020-06-11,2020-06-19,36
1921,1921,1921, NewZealand,1,2020-06-11,2020-06-19,37
1922,1922,1922,Covid19 ,1,2020-06-11,2020-06-19,38
1923,1923,1923,Imran Khan,1,2020-06-11,2020-06-19,39
1924,1924,1924,Renunci,1,2020-06-11,2020-06-19,40
1925,1925,1925,Clark,1,2020-06-11,2020-06-19,41
1926,1926,1926,Ruth Bader,1,2020-06-11,2020-06-19,42
1927,1927,1927,da Noza Zelndia,1,2020-06-11,2020-06-19,43
1928,1928,1928,de  ,1,2020-06-11,2020-06-19,44
1929,1929,1929,Yediyurappas,1,2020-06-11,2020-06-19,45
1930,1930,1930,Covid WHO,1,2020-06-11,2020-06-19,46
1931,1931,1931,Insta,1,2020-06-11,2020-06-19,47
1932,1932,1932,  Su decisin de,1,2020-06-11,2020-06-19,48
1933,1933,1933, La,1,2020-06-11,2020-06-19,49
1934,1934,1934,Mrena,1,2020-06-11,2020-06-19,50
1935,1935,1935,Covid listen,1,2020-06-11,2020-06-19,51
1936,1936,1936,Peter Lavelle,1,2020-06-11,2020-06-19,52
1937,1937,1937,Stuart Nash,1,2020-06-11,2020-06-19,53
1938,1938,1938,Johnson,1,2020-06-11,2020-06-19,54
1939,1939,1939,101fm,1,2020-06-11,2020-06-19,55
1940,1940,1940,ardenfauci2024,1,2020-06-11,2020-06-19,56
1941,1941,1941,Atuao,1,2020-06-11,2020-06-19,57
1942,1942,1942,Barry,1,2020-06-11,2020-06-19,58
1943,1943,1943, Socialdemokratska,1,2020-06-11,2020-06-19,59
1944,1944,1944,Warehouse de,1,2020-06-11,2020-06-19,60
1945,1945,1945,Chch,1,2020-06-11,2020-06-19,61
1946,1946,1946,Penguins,1,2020-06-11,2020-06-19,62
1947,1947,1947,  Covid19 httpstcoqtkFAKVgqd Fico,1,2020-06-11,2020-06-19,63
1948,1948,1948,Covid Um,1,2020-06-11,2020-06-19,64
1949,1949,1949,Menurutmu,1,2020-06-11,2020-06-19,65
1950,1950,1950,   ,1,2020-06-11,2020-06-19,66
1951,1951,1951,Que,1,2020-06-11,2020-06-19,67
1952,1952,1952, Time httpstcooW63gexWzj,1,2020-06-11,2020-06-19,68
1953,1953,1953,Nido de,1,2020-06-11,2020-06-19,69
1954,1954,1954,  Covid 19,1,2020-06-11,2020-06-19,70
1955,1955,1955,cid1ampobjectid12340508 Morrison,1,2020-06-11,2020-06-19,71
1956,1956,1956,Koronavirs Covid19,1,2020-06-11,2020-06-19,72
1957,1957,1957,Morfydd Clark,1,2020-06-11,2020-06-19,73
1959,1959,1959,Briefing Bloomberg,1,2020-06-11,2020-06-19,74
1960,1960,1960,  Como,1,2020-06-11,2020-06-19,75
1961,1961,1961,David,1,2020-06-11,2020-06-19,76
1962,1962,1962,  Covid,1,2020-06-11,2020-06-19,77
1963,1963,1963,Compassionate,1,2020-06-11,2020-06-19,78
1964,1964,1964,Covid I am,1,2020-06-11,2020-06-19,79
1965,1965,1965,httpstcoVaZ5QLfeYs Stopping,1,2020-06-11,2020-06-19,80
1966,1966,1966,  Mujeres,1,2020-06-11,2020-06-19,81
1967,1967,1967,Ministro de Salud de Chile,1,2020-06-11,2020-06-19,82
1968,1968,1968,De,1,2020-06-11,2020-06-19,83
1969,1969,1969,Flu,1,2020-06-11,2020-06-19,84
1970,1970,1970,G Ai,1,2020-06-11,2020-06-19,85
1971,1971,1971,  Breastfeeding,1,2020-06-11,2020-06-19,86
1972,1972,1972,httpstcofwt9jWf1fH,1,2020-06-11,2020-06-19,87
1973,1973,1973,Howard Qualyle IoM,1,2020-06-11,2020-06-19,88
1974,1974,1974,Donald Heres,1,2020-06-11,2020-06-19,89
1975,1975,1975,Sana,1,2020-06-11,2020-06-19,90
1976,1976,1976,Unido,1,2020-06-11,2020-06-19,91
1977,1977,1977,httpstco6xIzQk4o Efectivamente,1,2020-06-11,2020-06-19,92
1978,1978,1978,Covid19 Win,1,2020-06-11,2020-06-19,93
1979,1979,1979,  la,1,2020-06-11,2020-06-19,94
1980,1980,1980,Kindness,1,2020-06-11,2020-06-19,95
1981,1981,1981,Nueva Zelanda La,1,2020-06-11,2020-06-19,96
1982,1982,1982,Greta,1,2020-06-11,2020-06-19,97
1983,1983,1983,Oua,1,2020-06-11,2020-06-19,98
1984,1984,1984,Ban,1,2020-06-11,2020-06-19,99
1985,1985,1985,al Covid,1,2020-06-11,2020-06-19,100
1986,1986,1986,Belum Dipotong,1,2020-06-11,2020-06-19,101
1987,1987,1987,Covid19 Led,1,2020-06-11,2020-06-19,102
1988,1988,1988,Xbox Dave Chappelle,1,2020-06-11,2020-06-19,103
1989,1989,1989,La,1,2020-06-11,2020-06-19,104
1990,1990,1990,Determin,1,2020-06-11,2020-06-19,105
1991,1991,1991,Macron,1,2020-06-11,2020-06-19,106
1992,1992,1992,Ill,1,2020-06-11,2020-06-19,107
1993,1993,1993,BoJo,1,2020-06-11,2020-06-19,108
1994,1994,1994,S httpstcosbHQl90V1i,1,2020-06-11,2020-06-19,109
1995,1995,1995,Yeni Zelanda,1,2020-06-11,2020-06-19,110
1996,1996,1996,David Clark Minister,1,2020-06-11,2020-06-19,111
1997,1997,1997,  PM,1,2020-06-11,2020-06-19,112
1998,1998,1998,Britanyadan,1,2020-06-11,2020-06-19,113
1999,1999,1999,Grabbing,1,2020-06-11,2020-06-19,114
2000,2000,2000,Hats,1,2020-06-11,2020-06-19,115
2001,2001,2001,Hoy  ,1,2020-06-11,2020-06-19,116
2002,2002,2002,Disini,1,2020-06-11,2020-06-19,117
2003,2003,2003,Ethan,1,2020-06-11,2020-06-19,118
2004,2004,2004,  Hoje,1,2020-06-11,2020-06-19,119
2005,2005,2005,Covid19 httpstcoOl3Vo1bCfO va,1,2020-06-11,2020-06-19,120
2006,2006,2006,Heres,1,2020-06-11,2020-06-19,121
2007,2007,2007,Clarke Gayfordnamorado,1,2020-06-11,2020-06-19,122
2008,2008,2008,PM   SuperRugbyAotearoa Nooo,1,2020-06-11,2020-06-19,123
2009,2009,2009,Brasil,1,2020-06-11,2020-06-19,124
2010,2010,2010,Covid httpstco2qV7J4Yhve Good,1,2020-06-11,2020-06-19,125
2011,2011,2011,httpstcoY6wLkhr9K3,1,2020-06-11,2020-06-19,126
2012,2012,2012,  ZulayRL ALGUN,1,2020-06-11,2020-06-19,127
2013,2013,2013,Gana Adhikar,1,2020-06-11,2020-06-19,128
2014,2014,2014,David Seymour,1,2020-06-11,2020-06-19,129
2015,2015,2015,Covid19 La crisis facilit,1,2020-06-11,2020-06-19,130
2016,2016,2016,Deaths,1,2020-06-11,2020-06-19,131
2017,2017,2017,de Covid,1,2020-06-11,2020-06-19,132
2018,2018,2018,de Covid Este,1,2020-06-11,2020-06-19,133
2019,2019,2019,Indias Covid,1,2020-06-11,2020-06-19,134
2020,2020,2020,Al Covid19,1,2020-06-11,2020-06-19,135
2021,2021,2021,LUC La,1,2020-06-11,2020-06-19,136
2022,2022,2022,Covid na Nova,1,2020-06-11,2020-06-19,137
2023,2023,2023,Brasil Bolsonarismo,1,2020-06-11,2020-06-19,138
2024,2024,2024,httpstcol6cn60RBSs,1,2020-06-11,2020-06-19,139
2025,2025,2025,Ginsburg Greta,1,2020-06-11,2020-06-19,140
2026,2026,2026,httpstcoyA62ftsglp Quickphoto,1,2020-06-11,2020-06-19,141
2027,2027,2027,Autogolpe,1,2020-06-11,2020-06-19,142
2028,2028,2028,Hillary,1,2020-06-11,2020-06-19,143
2029,2029,2029,Aqu Ezeiza,1,2020-06-11,2020-06-19,144
2030,2030,2030, ,117,2020-06-21,2020-06-29,1
2031,2031,2031,Covid 19,11,2020-06-21,2020-06-29,2
2032,2032,2032, s,11,2020-06-21,2020-06-29,3
2033,2033,2033,Mike Hosking,8,2020-06-21,2020-06-29,4
2034,2034,2034,David Seymours,7,2020-06-21,2020-06-29,5
2035,2035,2035,Mike,3,2020-06-21,2020-06-29,6
2036,2036,2036,  Keep,3,2020-06-21,2020-06-29,7
2037,2037,2037,Winston Peters,3,2020-06-21,2020-06-29,8
2038,2038,2038,Ashley Bloomfield,3,2020-06-21,2020-06-29,9
2039,2039,2039,David Clark,3,2020-06-21,2020-06-29,10
2040,2040,2040,Boris,2,2020-06-21,2020-06-29,11
2041,2041,2041,Nueva Zelanda,2,2020-06-21,2020-06-29,12
2042,2042,2042,Que,2,2020-06-21,2020-06-29,13
2043,2043,2043,httpstcoQ0qAjlYU5X,1,2020-06-21,2020-06-29,14
2044,2044,2044,Pendant,1,2020-06-21,2020-06-29,15
2045,2045,2045,Judith Collins,1,2020-06-21,2020-06-29,16
2046,2046,2046, lo,1,2020-06-21,2020-06-29,17
2047,2047,2047,Moeda,1,2020-06-21,2020-06-29,18
2048,2048,2048,Kiwis,1,2020-06-21,2020-06-29,19
2049,2049,2049,Covid19 Mrena,1,2020-06-21,2020-06-29,20
2050,2050,2050,Katrin,1,2020-06-21,2020-06-29,21
2051,2051,2051,Trump Bolsonaro Putin Modi,1,2020-06-21,2020-06-29,22
2052,2052,2052,Randy,1,2020-06-21,2020-06-29,23
2053,2053,2053,Ms Niceperson,1,2020-06-21,2020-06-29,24
2054,2054,2054,Angela Merkel Jurgen Klopp Dr,1,2020-06-21,2020-06-29,25
2055,2055,2055,Jaio Balsonarie,1,2020-06-21,2020-06-29,26
2056,2056,2056,Mark McGowan,1,2020-06-21,2020-06-29,27
2057,2057,2057,Covid Victim,1,2020-06-21,2020-06-29,28
2058,2058,2058,Putin,1,2020-06-21,2020-06-29,29
2059,2059,2059,Absofuckenlutley,1,2020-06-21,2020-06-29,30
2060,2060,2060,Leaders,1,2020-06-21,2020-06-29,31
2061,2061,2061,Herr Laschet,1,2020-06-21,2020-06-29,32
2062,2062,2062,Boris Johnson,1,2020-06-21,2020-06-29,33
2063,2063,2063,Covid We,1,2020-06-21,2020-06-29,34
2064,2064,2064, Killer,1,2020-06-21,2020-06-29,35
2065,2065,2065,COVID Trump,1,2020-06-21,2020-06-29,36
2066,2066,2066,Bolsonaro,1,2020-06-21,2020-06-29,37
2067,2067,2067,another Kiwi Russell Crowe,1,2020-06-21,2020-06-29,38
2068,2068,2068,Queenstown,1,2020-06-21,2020-06-29,39
2069,2069,2069,Septs,1,2020-06-21,2020-06-29,40
2070,2070,2070,Benedict Kirsten Dunst,1,2020-06-21,2020-06-29,41
2071,2071,2071,Davids,1,2020-06-21,2020-06-29,42
2072,2072,2072,Todd Muller,1,2020-06-21,2020-06-29,43
2073,2073,2073,Donald Trump,1,2020-06-21,2020-06-29,44
2074,2074,2074,Willie Jackson,1,2020-06-21,2020-06-29,45
2075,2075,2075,Pee Wee Seymour,1,2020-06-21,2020-06-29,46
2076,2076,2076,Likelihood,1,2020-06-21,2020-06-29,47
2077,2077,2077,Tsai Ingwen,1,2020-06-21,2020-06-29,48
2078,2078,2078,Mpho Mbiyozo,1,2020-06-21,2020-06-29,49
2079,2079,2079,Hannah,1,2020-06-21,2020-06-29,50
2080,2080,2080,httpstcoLVxiDVCKol,1,2020-06-21,2020-06-29,51
2081,2081,2081,  httpstcowKLQND9gaX,1,2020-06-21,2020-06-29,52
2082,2082,2082,  Mine,1,2020-06-21,2020-06-29,53
2083,2083,2083,Struck,1,2020-06-21,2020-06-29,54
2084,2084,2084,  la,1,2020-06-21,2020-06-29,55
2085,2085,2085,Covid httpstcoLF8ALhG8qv,1,2020-06-21,2020-06-29,56
2086,2086,2086,Johnson,1,2020-06-21,2020-06-29,57
2087,2087,2087,Covid,1,2020-06-21,2020-06-29,58
2088,2088,2088,Melhor,1,2020-06-21,2020-06-29,59
2089,2089,2089,Bonnie Henry Adam,1,2020-06-21,2020-06-29,60
2090,2090,2090,Giuseppe Conte,1,2020-06-21,2020-06-29,61
2091,2091,2091,Angela Merkel Mette Fredricksen,1,2020-06-21,2020-06-29,62
2092,2092,2092, ,86,2020-07-01,2020-07-09,1
2093,2093,2093,Angela Merkel,12,2020-07-01,2020-07-09,2
2094,2094,2094,David Clark,9,2020-07-01,2020-07-09,3
2095,2095,2095,Tsai Ingwen,9,2020-07-01,2020-07-09,4
2096,2096,2096,Nueva Zelanda,5,2020-07-01,2020-07-09,5
2097,2097,2097,Mette Frederiksen,5,2020-07-01,2020-07-09,6
2098,2098,2098,Ashley Bloomfield,5,2020-07-01,2020-07-09,7
2099,2099,2099,Erna Solberg Norway,4,2020-07-01,2020-07-09,8
2100,2100,2100,Yeni Zelanda,3,2020-07-01,2020-07-09,9
2101,2101,2101, s,3,2020-07-01,2020-07-09,10
2102,2102,2102,Durmak,3,2020-07-01,2020-07-09,11
2103,2103,2103,Erna Solberg,3,2020-07-01,2020-07-09,12
2104,2104,2104, s COVID19,3,2020-07-01,2020-07-09,13
2105,2105,2105,Covid,2,2020-07-01,2020-07-09,14
2106,2106,2106,Clark,2,2020-07-01,2020-07-09,15
2107,2107,2107,Gndem Manet Ekonomi,2,2020-07-01,2020-07-09,16
2108,2108,2108, Covid1920011939,1,2020-07-01,2020-07-09,17
2109,2109,2109,Marin Angela Merkel,1,2020-07-01,2020-07-09,18
2110,2110,2110,Trumps Americans,1,2020-07-01,2020-07-09,19
2111,2111,2111,  Handled,1,2020-07-01,2020-07-09,20
2112,2112,2112,Kelvin Davis,1,2020-07-01,2020-07-09,21
2113,2113,2113,Ram Guha,1,2020-07-01,2020-07-09,22
2114,2114,2114, s Covid19,1,2020-07-01,2020-07-09,23
2115,2115,2115,Gndem Manet,1,2020-07-01,2020-07-09,24
2116,2116,2116,Hillary,1,2020-07-01,2020-07-09,25
2117,2117,2117,Jaboukie,1,2020-07-01,2020-07-09,26
2118,2118,2118,Katrin,1,2020-07-01,2020-07-09,27
2119,2119,2119,Brasil,1,2020-07-01,2020-07-09,28
2120,2120,2120,de Clark al,1,2020-07-01,2020-07-09,29
2121,2121,2121,Covid19 Covid19,1,2020-07-01,2020-07-09,30
2122,2122,2122,Water Led,1,2020-07-01,2020-07-09,31
2123,2123,2123,httpstcoHkotvQUci3 Live PM,1,2020-07-01,2020-07-09,32
2124,2124,2124,Moon Jaein,1,2020-07-01,2020-07-09,33
2125,2125,2125,Putin,1,2020-07-01,2020-07-09,34
2126,2126,2126,Angela Merkel Andrew Cuomo,1,2020-07-01,2020-07-09,35
2127,2127,2127,PM  ,1,2020-07-01,2020-07-09,36
2128,2128,2128,Joe Biden,1,2020-07-01,2020-07-09,37
2129,2129,2129,  Annabel,1,2020-07-01,2020-07-09,38
2130,2130,2130,Covid 19,1,2020-07-01,2020-07-09,39
2131,2131,2131,Clutha,1,2020-07-01,2020-07-09,40
2132,2132,2132,Remain,1,2020-07-01,2020-07-09,41
2133,2133,2133,Covid 7,1,2020-07-01,2020-07-09,42
2134,2134,2134,Mike Weston,1,2020-07-01,2020-07-09,43
2135,2135,2135,Todd BossSqueak,1,2020-07-01,2020-07-09,44
2136,2136,2136,Ms ,1,2020-07-01,2020-07-09,45
2137,2137,2137,Pinarayi Vijayan,1,2020-07-01,2020-07-09,46
2138,2138,2138,Trump Johnson Bolsonaro Sanchez,1,2020-07-01,2020-07-09,47
2139,2139,2139,David,1,2020-07-01,2020-07-09,48
2140,2140,2140,Eg,1,2020-07-01,2020-07-09,49
2141,2141,2141,Covid Real,1,2020-07-01,2020-07-09,50
2142,2142,2142, NorwayTaiwan,1,2020-07-01,2020-07-09,51
2143,2143,2143,  Coronavirus,1,2020-07-01,2020-07-09,52
2144,2144,2144,Idiot,1,2020-07-01,2020-07-09,53
2145,2145,2145,Bolsonaro,1,2020-07-01,2020-07-09,54
2146,2146,2146,JACINDA ARDERN,1,2020-07-01,2020-07-09,55
2147,2147,2147,Premire Ministre de Nouvelle Zlande,1,2020-07-01,2020-07-09,56
2148,2148,2148,  Korean,1,2020-07-01,2020-07-09,57
2149,2149,2149,Meths,1,2020-07-01,2020-07-09,58
2150,2150,2150,Nguyen Phu Trong,1,2020-07-01,2020-07-09,59
2151,2151,2151,James,1,2020-07-01,2020-07-09,60
2152,2152,2152,httpstco5smx1gOzxm,1,2020-07-01,2020-07-09,61
2153,2153,2153, Return2020 VoteLabour,1,2020-07-01,2020-07-09,62
2154,2154,2154,Ne,1,2020-07-01,2020-07-09,63
2155,2155,2155,Frederiksen Denmark Katrin,1,2020-07-01,2020-07-09,64
2156,2156,2156,Boris,1,2020-07-01,2020-07-09,65
2157,2157,2157,Covid Tonnes,1,2020-07-01,2020-07-09,66
2158,2158,2158,Frederiksen Jakobsdottir,1,2020-07-01,2020-07-09,67
2159,2159,2159,Covid Without,1,2020-07-01,2020-07-09,68
2160,2160,2160, ,126,2020-07-11,2020-07-19,1
2161,2161,2161,Angela Merkel,11,2020-07-11,2020-07-19,2
2162,2162,2162,Covid,9,2020-07-11,2020-07-19,3
2163,2163,2163,Mette Frederiksen,8,2020-07-11,2020-07-19,4
2164,2164,2164,Tsai Ingwen,8,2020-07-11,2020-07-19,5
2165,2165,2165,Nueva Zelanda,6,2020-07-11,2020-07-19,6
2166,2166,2166,Donald Trump,5,2020-07-11,2020-07-19,7
2167,2167,2167,Boris Johnson,5,2020-07-11,2020-07-19,8
2168,2168,2168,Justin Trudeau SahleWork,5,2020-07-11,2020-07-19,9
2169,2169,2169,Elyes Fakhfakh,5,2020-07-11,2020-07-19,10
2170,2170,2170,Stefan Lofven,5,2020-07-11,2020-07-19,11
2171,2171,2171,Zewde Moon,5,2020-07-11,2020-07-19,12
2172,2172,2172,Trump,4,2020-07-11,2020-07-19,13
2173,2173,2173,Meghan Markle,4,2020-07-11,2020-07-19,14
2174,2174,2174,Erna Solberg Norway,4,2020-07-11,2020-07-19,15
2175,2175,2175,Erna Solberg,3,2020-07-11,2020-07-19,16
2176,2176,2176, s,3,2020-07-11,2020-07-19,17
2177,2177,2177,de Nueva Zelanda,2,2020-07-11,2020-07-19,18
2178,2178,2178,Morrison,2,2020-07-11,2020-07-19,19
2179,2179,2179,Covid 19,2,2020-07-11,2020-07-19,20
2180,2180,2180,Leo Varadkar,2,2020-07-11,2020-07-19,21
2181,2181,2181,PM  ,2,2020-07-11,2020-07-19,22
2182,2182,2182,Bonnie Henry,2,2020-07-11,2020-07-19,23
2183,2183,2183,Dan Andrews,2,2020-07-11,2020-07-19,24
2184,2184,2184,Dr Ashley Bloomfield,1,2020-07-11,2020-07-19,25
2185,2185,2185,Info,1,2020-07-11,2020-07-19,26
2186,2186,2186,Acabo de,1,2020-07-11,2020-07-19,27
2187,2187,2187,Gov Whitmer,1,2020-07-11,2020-07-19,28
2188,2188,2188,KK Shailaja,1,2020-07-11,2020-07-19,29
2189,2189,2189,Scott Morrison,1,2020-07-11,2020-07-19,30
2190,2190,2190,COVID httpstcoDwPKfUM1zR PM Johnson,1,2020-07-11,2020-07-19,31
2191,2191,2191,Katrin Jakobsdottir,1,2020-07-11,2020-07-19,32
2192,2192,2192, Return2020,1,2020-07-11,2020-07-19,33
2193,2193,2193,Alert Level,1,2020-07-11,2020-07-19,34
2194,2194,2194,  Bong Joonho and Thomas Piketty,1,2020-07-11,2020-07-19,35
2195,2195,2195,  Posso,1,2020-07-11,2020-07-19,36
2196,2196,2196,Fiona Hill,1,2020-07-11,2020-07-19,37
2197,2197,2197,Ontario,1,2020-07-11,2020-07-19,38
2198,2198,2198,httpstcolBp17tq3UX Scientists,1,2020-07-11,2020-07-19,39
2199,2199,2199,Biden,1,2020-07-11,2020-07-19,40
2200,2200,2200,Flatten,1,2020-07-11,2020-07-19,41
2201,2201,2201,Daniel Andrews,1,2020-07-11,2020-07-19,42
2202,2202,2202,Andrews,1,2020-07-11,2020-07-19,43
2203,2203,2203,Winston Peters,1,2020-07-11,2020-07-19,44
2204,2204,2204,Covid New Zealand,1,2020-07-11,2020-07-19,45
2205,2205,2205,Admiring Trump,1,2020-07-11,2020-07-19,46
2206,2206,2206,Primera Ministra,1,2020-07-11,2020-07-19,47
2207,2207,2207,  Vuelvo,1,2020-07-11,2020-07-19,48
2208,2208,2208,Demented Donald,1,2020-07-11,2020-07-19,49
2209,2209,2209,  Take,1,2020-07-11,2020-07-19,50
2210,2210,2210,Judith Collins,1,2020-07-11,2020-07-19,51
2211,2211,2211,Covids,1,2020-07-11,2020-07-19,52
2213,2213,2213,Peter Thiel,1,2020-07-11,2020-07-19,53
2214,2214,2214,Alexandra Runswick,1,2020-07-11,2020-07-19,54
2215,2215,2215,Amirah Name,1,2020-07-11,2020-07-19,55
2216,2216,2216,Johnson,1,2020-07-11,2020-07-19,56
2217,2217,2217,Trump Johnson,1,2020-07-11,2020-07-19,57
2218,2218,2218,Kerry McIvor,1,2020-07-11,2020-07-19,58
2219,2219,2219,TODO,1,2020-07-11,2020-07-19,59
2220,2220,2220,Canberra,1,2020-07-11,2020-07-19,60
2221,2221,2221,Collins,1,2020-07-11,2020-07-19,61
2222,2222,2222,Covid  ,1,2020-07-11,2020-07-19,62
2223,2223,2223,Cada,1,2020-07-11,2020-07-19,63
2224,2224,2224,Hey Spanky Want,1,2020-07-11,2020-07-19,64
2225,2225,2225,PM Morrison,1,2020-07-11,2020-07-19,65
2226,2226,2226,Justin Trudeau,1,2020-07-11,2020-07-19,66
2227,2227,2227,  la,1,2020-07-11,2020-07-19,67
2228,2228,2228,Drumpf,1,2020-07-11,2020-07-19,68
2229,2229,2229,  la presidenta,1,2020-07-11,2020-07-19,69
2230,2230,2230, Covid19,1,2020-07-11,2020-07-19,70
2231,2231,2231,PM ,1,2020-07-11,2020-07-19,71
2232,2232,2232,Trumps,1,2020-07-11,2020-07-19,72
2233,2233,2233,Angela Merkel Moon,1,2020-07-11,2020-07-19,73
2234,2234,2234,Dos Bocas Tren Maya,1,2020-07-11,2020-07-19,74
2235,2235,2235,httpstcocCDLufGcuM,1,2020-07-11,2020-07-19,75
2236,2236,2236,NZQandA OMG,1,2020-07-11,2020-07-19,76
2237,2237,2237, ,130,2020-07-21,2020-07-29,1
2238,2238,2238, s,6,2020-07-21,2020-07-29,2
2239,2239,2239,Covid,5,2020-07-21,2020-07-29,3
2240,2240,2240,Johnson,5,2020-07-21,2020-07-29,4
2241,2241,2241,Angela Merkel,4,2020-07-21,2020-07-29,5
2242,2242,2242,Trump,4,2020-07-21,2020-07-29,6
2243,2243,2243,Ashley Bloomfield,2,2020-07-21,2020-07-29,7
2244,2244,2244,Billy Te Kahika,1,2020-07-21,2020-07-29,8
2245,2245,2245,Xi Jinping,1,2020-07-21,2020-07-29,9
2246,2246,2246,Iba,1,2020-07-21,2020-07-29,10
2247,2247,2247,Covid Economy,1,2020-07-21,2020-07-29,11
2248,2248,2248,Jenny Shipley,1,2020-07-21,2020-07-29,12
2249,2249,2249,de Nueva Zelanda,1,2020-07-21,2020-07-29,13
2250,2250,2250,Zewde Moon,1,2020-07-21,2020-07-29,14
2251,2251,2251,Covid19 MichealMartinTD LeoVaradkar,1,2020-07-21,2020-07-29,15
2252,2252,2252,  Covid,1,2020-07-21,2020-07-29,16
2253,2253,2253,Covid19 Ireland,1,2020-07-21,2020-07-29,17
2254,2254,2254,Stefan Lofven,1,2020-07-21,2020-07-29,18
2255,2255,2255, Return2020,1,2020-07-21,2020-07-29,19
2256,2256,2256,Covid  ,1,2020-07-21,2020-07-29,20
2257,2257,2257,  Shame,1,2020-07-21,2020-07-29,21
2258,2258,2258,httpstco6LpzY2lNXA,1,2020-07-21,2020-07-29,22
2259,2259,2259,Michael Baker,1,2020-07-21,2020-07-29,23
2260,2260,2260,Gerry Brownlee,1,2020-07-21,2020-07-29,24
2261,2261,2261,Ingat Ka,1,2020-07-21,2020-07-29,25
2262,2262,2262,httpstcohchTy0IkUo,1,2020-07-21,2020-07-29,26
2263,2263,2263,Boris All,1,2020-07-21,2020-07-29,27
2264,2264,2264,Helen Clark,1,2020-07-21,2020-07-29,28
2265,2265,2265,Billy,1,2020-07-21,2020-07-29,29
2266,2266,2266,Pinas,1,2020-07-21,2020-07-29,30
2267,2267,2267,Kiwis,1,2020-07-21,2020-07-29,31
2268,2268,2268,Peter Dutton,1,2020-07-21,2020-07-29,32
2269,2269,2269,Ang Kababaihan,1,2020-07-21,2020-07-29,33
2270,2270,2270,Gerry Brownlee httpstcoOMbeMBuKx5 Newshub,1,2020-07-21,2020-07-29,34
2271,2271,2271,Covid Everyone,1,2020-07-21,2020-07-29,35
2272,2272,2272,  Bill Gates,1,2020-07-21,2020-07-29,36
2273,2273,2273,Elyes Fakhfakh,1,2020-07-21,2020-07-29,37
2274,2274,2274,Dutton,1,2020-07-21,2020-07-29,38
2275,2275,2275,Worlds,1,2020-07-21,2020-07-29,39
2276,2276,2276,httpstco6TtovujWLQ  ,1,2020-07-21,2020-07-29,40
2277,2277,2277,Covid19 httpstcolyDuEnUOAv,1,2020-07-21,2020-07-29,41
2278,2278,2278,  Covid19,1,2020-07-21,2020-07-29,42
2279,2279,2279,PM ,1,2020-07-21,2020-07-29,43
