,word,frequency,start_date,end_date
3824,KS,1,2020-07-01,2020-07-09
3825,Key Workers,1,2020-07-01,2020-07-09
3826,MSM,1,2020-07-01,2020-07-09
3827,Keir Starmers,1,2020-07-01,2020-07-09
3828,Desejo,1,2020-07-01,2020-07-09
3829,HOY,1,2020-07-01,2020-07-09
3830,GloboNewsdesde,1,2020-07-01,2020-07-09
3831,Nicola Sturgeons,1,2020-07-01,2020-07-09
3832,Congratulations,1,2020-07-01,2020-07-09
3833,Covid19 httpstcoAwQpwkiqBO Expect,1,2020-07-01,2020-07-09
3834,ERG,1,2020-07-01,2020-07-09
3835,Dominic Cummings,1,2020-07-01,2020-07-09
3836,Bolsonaro Jen,1,2020-07-01,2020-07-09
3837,FFS,1,2020-07-01,2020-07-09
3838,Covid19 Care,1,2020-07-01,2020-07-09
3839,Rishi Sunak,1,2020-07-01,2020-07-09
3840,Great,1,2020-07-01,2020-07-09
3841,Bolsonaro Brazils Trump,1,2020-07-01,2020-07-09
3842,MattHancock World,1,2020-07-01,2020-07-09
3843,Countries,1,2020-07-01,2020-07-09
3844,Daily Mail Online httpstcoJbZZsLoZBX,1,2020-07-01,2020-07-09
3845,LIES,1,2020-07-01,2020-07-09
3846,Hillingdon Hospital A,1,2020-07-01,2020-07-09
3847,Inglaterra,1,2020-07-01,2020-07-09
3848,the Single Market Whilst,1,2020-07-01,2020-07-09
3849,Housing,1,2020-07-01,2020-07-09
3850,Leicesterlockdown North Evington Ward Leicester,1,2020-07-01,2020-07-09
3851,Premier League,1,2020-07-01,2020-07-09
3852,G20,1,2020-07-01,2020-07-09
3853,the Russian Report,1,2020-07-01,2020-07-09
3854,ToriesOut,1,2020-07-01,2020-07-09
3855,AntiFascista,1,2020-07-01,2020-07-09
3856,Algarve,1,2020-07-01,2020-07-09
3857,Care Workers,1,2020-07-01,2020-07-09
3858,LISTEN,1,2020-07-01,2020-07-09
3859,Eat Yourself To Death,1,2020-07-01,2020-07-09
3860,Answer Please Belgium,1,2020-07-01,2020-07-09
3861,Corte Internacional de Haia,1,2020-07-01,2020-07-09
3862,BorisJohnson Covid19,1,2020-07-01,2020-07-09
3863,FCO,1,2020-07-01,2020-07-09
3864,BBC News,1,2020-07-01,2020-07-09
3865,Infection Control,1,2020-07-01,2020-07-09
3866,Slap for Carers,1,2020-07-01,2020-07-09
3867,TrumpLiesAmericansDie,1,2020-07-01,2020-07-09
3868,Entendi,1,2020-07-01,2020-07-09
3869,GreenRecovery,1,2020-07-01,2020-07-09
3870,INSULTINJURY,1,2020-07-01,2020-07-09
3871,Scothealth,1,2020-07-01,2020-07-09
3872,Anglaterra,1,2020-07-01,2020-07-09
3873,Self Employed Therapist,1,2020-07-01,2020-07-09
3874,VOTE,1,2020-07-01,2020-07-09
3875,CoronaCrisis,1,2020-07-01,2020-07-09
3876,HeartbreakingThe,1,2020-07-01,2020-07-09
3877,the Conservative party His,1,2020-07-01,2020-07-09
3878,Ground Zero,1,2020-07-01,2020-07-09
3879,Schadenfreude Die,1,2020-07-01,2020-07-09
3880,UK Its England Scotland,1,2020-07-01,2020-07-09
3881,the House of Commons,1,2020-07-01,2020-07-09
3882,the Care Homes Lets,1,2020-07-01,2020-07-09
3883,the Covid19 Public Enquiy,1,2020-07-01,2020-07-09
3884,App,1,2020-07-01,2020-07-09
3885,NSturgeon,1,2020-07-01,2020-07-09
3886,UK Fury,1,2020-07-01,2020-07-09
3887,The Hillingdon Hospital,1,2020-07-01,2020-07-09
3888,Twisting the Truth Undoubtedly,1,2020-07-01,2020-07-09
3889,Catalonias,1,2020-07-01,2020-07-09
3890,Timbos Shack,1,2020-07-01,2020-07-09
3891,Covid19 World News,1,2020-07-01,2020-07-09
3892,KeirStarmer,1,2020-07-01,2020-07-09
3893,500k,1,2020-07-01,2020-07-09
3894,Learn,1,2020-07-01,2020-07-09
3895,TaxAvoiding,1,2020-07-01,2020-07-09
3896,ONS,1,2020-07-01,2020-07-09
3897,FIT,1,2020-07-01,2020-07-09
3898,Ppe,1,2020-07-01,2020-07-09
3899,Stamp,1,2020-07-01,2020-07-09
3900,PAH Harlow,1,2020-07-01,2020-07-09
3901,InvestorState Dispute Settlement ISDS,1,2020-07-01,2020-07-09
3902,Cross Party Emergency Government,1,2020-07-01,2020-07-09
3903,BorisJohnson Our,1,2020-07-01,2020-07-09
3904,NATO,1,2020-07-01,2020-07-09
3905,Sky News,1,2020-07-01,2020-07-09
3906,McGuire,1,2020-07-01,2020-07-09
3907,Aintree Hospital,1,2020-07-01,2020-07-09
3908,Families,1,2020-07-01,2020-07-09
3909,Nicola,1,2020-07-01,2020-07-09
3910,Russiareport,1,2020-07-01,2020-07-09
3911,TDC,1,2020-07-01,2020-07-09
3912,ForeignCommonwealth Office,1,2020-07-01,2020-07-09
3913,Covidanem,1,2020-07-01,2020-07-09
3914,RT,1,2020-07-01,2020-07-09
3915,etcEssential,1,2020-07-01,2020-07-09
3916,Time Chinas Leaders,1,2020-07-01,2020-07-09
3917,IncludeAlgarve,1,2020-07-01,2020-07-09
3918,CondemnLocals,1,2020-07-01,2020-07-09
3919,STAY SAFE Hospital,1,2020-07-01,2020-07-09
3920,GUARDIAN,1,2020-07-01,2020-07-09
3921,WTF,1,2020-07-01,2020-07-09
3922,the Welsh Government How,1,2020-07-01,2020-07-09
3923,COVID Cest,1,2020-07-01,2020-07-09
3924,Noones,1,2020-07-01,2020-07-09
3925,PowerOfYouth,1,2020-07-01,2020-07-09
3926,CTS,1,2020-07-01,2020-07-09
3927,MRC,1,2020-07-01,2020-07-09
3928,BorisJohnsonMustGo Imaginetheres,1,2020-07-01,2020-07-09
3929,DWP,1,2020-07-01,2020-07-09
3930,this Country Resign Heres,1,2020-07-01,2020-07-09
3931,Food Vouchers,1,2020-07-01,2020-07-09
3932,NHS Johnsons,1,2020-07-01,2020-07-09
3933,Covid19 Personal Protective Equipment,1,2020-07-01,2020-07-09
3934,BorisJohnson ToryCorruption,1,2020-07-01,2020-07-09
3935,HillingdonHospital,1,2020-07-01,2020-07-09
3936,Chinas,1,2020-07-01,2020-07-09
3937,an Invitation To Tenure,1,2020-07-01,2020-07-09
3938,BorisJohnson KeirStarmer,1,2020-07-01,2020-07-09
3939,STILL NO AS,1,2020-07-01,2020-07-09
3940,U R Dan Well Karma,1,2020-07-01,2020-07-09
3941,PAS,1,2020-07-01,2020-07-09
3942,CQC,1,2020-07-01,2020-07-09
3943,Worked wBoris Johnson,1,2020-07-01,2020-07-09
3944,LOL,1,2020-07-01,2020-07-09
3945,Time,1,2020-07-01,2020-07-09
3946,Zanu,1,2020-07-01,2020-07-09
3947,Brit,1,2020-07-01,2020-07-09
3948,ForgottenGeneration Sign the Petition httpstcoK9bk0jaLAc,1,2020-07-01,2020-07-09
3949,The World FFS,1,2020-07-01,2020-07-09
3950,TaxHavens TaxAvoiders TaxEvaders Immoral Wrong Unjust Crooks,1,2020-07-01,2020-07-09
3951,Guardian Fury,1,2020-07-01,2020-07-09
3952,Herd Immunity,1,2020-07-01,2020-07-09
3953,Childrens Nurseries amp,1,2020-07-01,2020-07-09
3954,Forgottenltd,1,2020-07-01,2020-07-09
3955,Disgusting Hospital,1,2020-07-01,2020-07-09
3956,Demonic Connings Bogus Jonstonednazis Insane,1,2020-07-01,2020-07-09
3957,WAY,1,2020-07-01,2020-07-09
3958,the DC Food,1,2020-07-01,2020-07-09
3959,UKLabour,1,2020-07-01,2020-07-09
3960,Hint,1,2020-07-01,2020-07-09
3961,DCE,1,2020-07-01,2020-07-09
3962,Governments,1,2020-07-01,2020-07-09
3963,Words,1,2020-07-01,2020-07-09
3964,BS,1,2020-07-01,2020-07-09
3965,Trump Somebody,1,2020-07-01,2020-07-09
3966,ToryCorruption,1,2020-07-01,2020-07-09
3967,Orgreave Hillsboro,1,2020-07-01,2020-07-09
3968,Congress,1,2020-07-01,2020-07-09
3969,House,1,2020-07-01,2020-07-09
3970,Johnsons,1,2020-07-01,2020-07-09
3971,Latest,1,2020-07-01,2020-07-09
3972,httpstcoV3igqF318o,1,2020-07-01,2020-07-09
3973,Asymptomatic Spread,1,2020-07-01,2020-07-09
3974,Next,1,2020-07-01,2020-07-09
3975,BorisJohnson,30,2020-07-11,2020-07-19
3976,Covid19,22,2020-07-11,2020-07-19
3977,NHS,19,2020-07-11,2020-07-19
3978,PHE,13,2020-07-11,2020-07-19
3979,World News Times of India,8,2020-07-11,2020-07-19
3980,EU,6,2020-07-11,2020-07-19
3981,Nol,6,2020-07-11,2020-07-19
3982,EASTBOURNE,6,2020-07-11,2020-07-19
3983,PPE,5,2020-07-11,2020-07-19
3984,BBC,5,2020-07-11,2020-07-19
3985,ONS,4,2020-07-11,2020-07-19
3986,Govt,4,2020-07-11,2020-07-19
3987,Johnsons,4,2020-07-11,2020-07-19
3988,SIX TIMES,3,2020-07-11,2020-07-19
3989,FFS,3,2020-07-11,2020-07-19
3990,BBC News,3,2020-07-11,2020-07-19
3991,Raab,3,2020-07-11,2020-07-19
3992,SIX TIMES INCREASE,3,2020-07-11,2020-07-19
3993,Ironic,3,2020-07-11,2020-07-19
3994,Blitz,2,2020-07-11,2020-07-19
3995,House of Commons,2,2020-07-11,2020-07-19
3996,Councilsothers,2,2020-07-11,2020-07-19
3997,Vox Political,2,2020-07-11,2020-07-19
3998,ToryShambles,2,2020-07-11,2020-07-19
3999,Lions,2,2020-07-11,2020-07-19
4000,SocialDistancing,2,2020-07-11,2020-07-19
4001,SNP,2,2020-07-11,2020-07-19
4002,Time,2,2020-07-11,2020-07-19
4003,MSM,2,2020-07-11,2020-07-19
4004,DominicCummings,2,2020-07-11,2020-07-19
4005,BABetrayal,2,2020-07-11,2020-07-19
4006,Spreaders Demonic Connings,2,2020-07-11,2020-07-19
4007,Oxford,2,2020-07-11,2020-07-19
4008,Humber 71,1,2020-07-11,2020-07-19
4009,BBCNEWS,1,2020-07-11,2020-07-19
4010,GoveCummings,1,2020-07-11,2020-07-19
4011,Complete COVID Calamity,1,2020-07-11,2020-07-19
4012,Media,1,2020-07-11,2020-07-19
4013,NI Executive,1,2020-07-11,2020-07-19
4014,the Soc Dems Like,1,2020-07-11,2020-07-19
4015,Covid Dominic Cummings,1,2020-07-11,2020-07-19
4016,Atletico Madrid,1,2020-07-11,2020-07-19
4017,Negligence,1,2020-07-11,2020-07-19
4018,Heard,1,2020-07-11,2020-07-19
4019,Tommies,1,2020-07-11,2020-07-19
4020,FEMA,1,2020-07-11,2020-07-19
4021,STOP PRESS,1,2020-07-11,2020-07-19
4022,World News,1,2020-07-11,2020-07-19
4023,COVID,1,2020-07-11,2020-07-19
4024,Botox,1,2020-07-11,2020-07-19
4025,BorisJohnson Borislies,1,2020-07-11,2020-07-19
4026,TRUMP USA,1,2020-07-11,2020-07-19
4027,LIFES,1,2020-07-11,2020-07-19
4028,BLM,1,2020-07-11,2020-07-19
4029,Greedy Covid19,1,2020-07-11,2020-07-19
4030,the National COVID Service,1,2020-07-11,2020-07-19
4031,GE,1,2020-07-11,2020-07-19
4032,BLMprotest,1,2020-07-11,2020-07-19
4033,UCI,1,2020-07-11,2020-07-19
4034,Sun Tzu,1,2020-07-11,2020-07-19
4035,White Covid19 BorisJohnson Cummings,1,2020-07-11,2020-07-19
4036,Walt Ok Forget,1,2020-07-11,2020-07-19
4037,500k,1,2020-07-11,2020-07-19
4038,DomincCummings,1,2020-07-11,2020-07-19
4039,Medics,1,2020-07-11,2020-07-19
4040,ANYONE,1,2020-07-11,2020-07-19
4041,Regardless of the Consequences and Covid19,1,2020-07-11,2020-07-19
4042,Torbay,1,2020-07-11,2020-07-19
4043,httpstcopCon7yrhEM,1,2020-07-11,2020-07-19
4044,forChristmas,1,2020-07-11,2020-07-19
4045,BBC Newspeak,1,2020-07-11,2020-07-19
4046,the Public Health,1,2020-07-11,2020-07-19
4047,Nadine Dorries,1,2020-07-11,2020-07-19
4048,ChrisWhitty,1,2020-07-11,2020-07-19
4049,Sky,1,2020-07-11,2020-07-19
4050,De Lorean,1,2020-07-11,2020-07-19
4051,BorisJohnson ToryFail,1,2020-07-11,2020-07-19
4052,Nol JDM httpstcodkkAKBHj8s,1,2020-07-11,2020-07-19
4053,THEIR TRUE COLOURS,1,2020-07-11,2020-07-19
4054,httpstco2v1At2gbrt Over,1,2020-07-11,2020-07-19
4055,CovidCobra,1,2020-07-11,2020-07-19
4056,BC,1,2020-07-11,2020-07-19
4057,TCell,1,2020-07-11,2020-07-19
4058,the POINT of the ConservativesThey,1,2020-07-11,2020-07-19
4059,ToriesOut,1,2020-07-11,2020-07-19
4060,ON MAT LEAVE,1,2020-07-11,2020-07-19
4061,ICU,1,2020-07-11,2020-07-19
4062,JonstonednazisCocaine,1,2020-07-11,2020-07-19
4063,BorisIsTrump Local,1,2020-07-11,2020-07-19
4064,Budesonide,1,2020-07-11,2020-07-19
4065,NoMasks BorisJohnson,1,2020-07-11,2020-07-19
4066,Latest ONS,1,2020-07-11,2020-07-19
4067,VER VIDEO,1,2020-07-11,2020-07-19
4068,Lockdown,1,2020-07-11,2020-07-19
4069,Utter,1,2020-07-11,2020-07-19
4070,Pacjenci,1,2020-07-11,2020-07-19
4071,Algarve,1,2020-07-11,2020-07-19
4072,Care Homes,1,2020-07-11,2020-07-19
4073,Domanic Cummings,1,2020-07-11,2020-07-19
4074,BrexitGov,1,2020-07-11,2020-07-19
4075,Bette,1,2020-07-11,2020-07-19
4076,BBC Newsnight,1,2020-07-11,2020-07-19
4077,the National Health Service,1,2020-07-11,2020-07-19
4078,this Great Country,1,2020-07-11,2020-07-19
4079,the Criminal Justice System,1,2020-07-11,2020-07-19
4080,Visitor Visa,1,2020-07-11,2020-07-19
4081,Dominic cummings Dominic Cummings,1,2020-07-11,2020-07-19
4082,HOAX,1,2020-07-11,2020-07-19
4083,Celeste Solum,1,2020-07-11,2020-07-19
4084,BorisJohnson Ella,1,2020-07-11,2020-07-19
4085,Fampk,1,2020-07-11,2020-07-19
4086,BrexitTsunami,1,2020-07-11,2020-07-19
4087,Corona Virus PHE,1,2020-07-11,2020-07-19
4088,Cabinet,1,2020-07-11,2020-07-19
4089,Macron RoyaumeUni International FTSE,1,2020-07-11,2020-07-19
4090,BorisJohnson BorisHasFailedUK,1,2020-07-11,2020-07-19
4091,URGENT,1,2020-07-11,2020-07-19
4092,Money,1,2020-07-11,2020-07-19
4093,Nicola Sturgeon,1,2020-07-11,2020-07-19
4094,Revolut,1,2020-07-11,2020-07-19
4095,DIY,1,2020-07-11,2020-07-19
4096,DVLA,1,2020-07-11,2020-07-19
4097,Johns Hopkins,1,2020-07-11,2020-07-19
4098,the Covid Death Cert Scam,1,2020-07-11,2020-07-19
4099,BBC R2,1,2020-07-11,2020-07-19
4100,Trump,1,2020-07-11,2020-07-19
4101,BBCBreakfast,1,2020-07-11,2020-07-19
4102,Swings,1,2020-07-11,2020-07-19
4103,JohnBercow,1,2020-07-11,2020-07-19
4104,BorisJohnson Change Coronavirus,1,2020-07-11,2020-07-19
4105,DailyBriefing,1,2020-07-11,2020-07-19
4106,PCR,1,2020-07-11,2020-07-19
4107,Mafia,1,2020-07-11,2020-07-19
4108,the Conservative Party,1,2020-07-11,2020-07-19
4109,PPE Track,1,2020-07-11,2020-07-19
4110,Coronavirus News,1,2020-07-11,2020-07-19
4111,No10,1,2020-07-11,2020-07-19
4112,Brexits,1,2020-07-11,2020-07-19
4113,Europe Front,1,2020-07-11,2020-07-19
4114,COVID Zoe,1,2020-07-11,2020-07-19
4115,the Leftie Remoaners,1,2020-07-11,2020-07-19
4116,RBG,1,2020-07-11,2020-07-19
4117,CullTheHerd,1,2020-07-11,2020-07-19
4118,BorisJohnson Boris Johnsons,1,2020-07-11,2020-07-19
4119,a Public Inquiry,1,2020-07-11,2020-07-19
4120,Please,1,2020-07-11,2020-07-19
4121,Trumps COVIDrelated,1,2020-07-11,2020-07-19
4122,Demonic Connings,1,2020-07-11,2020-07-19
4123,Coronavirus,1,2020-07-11,2020-07-19
4124,FISHY,1,2020-07-11,2020-07-19
4125,the USUK Free Trade Agreement,1,2020-07-11,2020-07-19
4126,Sky News,1,2020-07-11,2020-07-19
4127,England Athletics,1,2020-07-11,2020-07-19
4128,Med,1,2020-07-11,2020-07-19
4129,Bristol,1,2020-07-11,2020-07-19
4130,Evian,1,2020-07-11,2020-07-19
4131,IagreewithJeremy,1,2020-07-11,2020-07-19
4132,IsleofWight,1,2020-07-11,2020-07-19
4133,MeerkatMeals WTF,1,2020-07-11,2020-07-19
4134,Aragon,1,2020-07-11,2020-07-19
4135,Irlanda,1,2020-07-11,2020-07-19
4136,Ahora,1,2020-07-11,2020-07-19
4137,COVIDproof,1,2020-07-11,2020-07-19
4138,RT,1,2020-07-11,2020-07-19
4139,LIES,1,2020-07-11,2020-07-19
4140,Antigen,1,2020-07-11,2020-07-19
4141,Succinct,1,2020-07-11,2020-07-19
4142,LiarJohnsons,1,2020-07-11,2020-07-19
4143,DEATH,1,2020-07-11,2020-07-19
4144,Reds,1,2020-07-11,2020-07-19
4145,ScumMedia Masks,1,2020-07-11,2020-07-19
4146,Kings,1,2020-07-11,2020-07-19
4147,World News httpstcoJy4VIgTaLy,1,2020-07-11,2020-07-19
4148,Cadbury,1,2020-07-11,2020-07-19
4149,OBriens,1,2020-07-11,2020-07-19
4150,SHOLUD BE,1,2020-07-11,2020-07-19
4151,Cause,1,2020-07-11,2020-07-19
4152,Public Transport,1,2020-07-11,2020-07-19
4153,Formaldehyde Mercury Aluminium Aborted,1,2020-07-11,2020-07-19
4154,Arteta,1,2020-07-11,2020-07-19
4155,Darling Bogus Jonstonednazi,1,2020-07-11,2020-07-19
4156,Lancet,1,2020-07-11,2020-07-19
4157,Infected 3770012 Death 142064,1,2020-07-11,2020-07-19
4158,Sky Very,1,2020-07-11,2020-07-19
4159,Christmasso,1,2020-07-11,2020-07-19
4160,the Civil Service,1,2020-07-11,2020-07-19
4161,MattHancocks,1,2020-07-11,2020-07-19
4162,Chanel,1,2020-07-11,2020-07-19
4163,House of Lords,1,2020-07-11,2020-07-19
4164,UKTrade,1,2020-07-11,2020-07-19
4165,preBrexit,1,2020-07-11,2020-07-19
4166,BreakingNews,1,2020-07-11,2020-07-19
4167,The Globe httpstcorjdklYHpxf httpstcoXgJFk5aEVQ,1,2020-07-11,2020-07-19
4168,WFH,1,2020-07-11,2020-07-19
4169,ToryDictatorship,1,2020-07-11,2020-07-19
4170,Kochs Postulate,1,2020-07-11,2020-07-19
4171,UniversalCredit,1,2020-07-11,2020-07-19
4172,CARE STAFF 3,1,2020-07-11,2020-07-19
4173,China Angle,1,2020-07-11,2020-07-19
4174,FRAUD amp,1,2020-07-11,2020-07-19
4175,Country,1,2020-07-11,2020-07-19
4176,Govt Covid,1,2020-07-11,2020-07-19
4177,Cummings NotMovingOnTilCummingsHasGone SackCummings StayElite JohnsonHasFailedTheUk BorisHasFailedTheNation BorisJohnson BorisJohnsonMustGo SaturdayThoughts,1,2020-07-11,2020-07-19
4178,Nationalisation,1,2020-07-11,2020-07-19
4179,UK Coronavirus News,1,2020-07-11,2020-07-19
4180,Bojos BBC News,1,2020-07-11,2020-07-19
4181,Commonwealth,1,2020-07-11,2020-07-19
4182,Covid19 NOT EU STOP YOUR LIES SAVE,1,2020-07-11,2020-07-19
4183,Cv Control Towers,1,2020-07-11,2020-07-19
4184,Trump BorisJohnson,1,2020-07-11,2020-07-19
4185,COVID Boris Johnsons,1,2020-07-11,2020-07-19
4186,BREXIT,1,2020-07-11,2020-07-19
4187,RoyaumeUni Le,1,2020-07-11,2020-07-19
4188,UNTOUCHABLE Stop,1,2020-07-11,2020-07-19
4189,christmasPM,1,2020-07-11,2020-07-19
4190,Liverpool City Council Liverpool City Council,1,2020-07-11,2020-07-19
4191,Telegraph,1,2020-07-11,2020-07-19
4192,Ordering Police,1,2020-07-11,2020-07-19
4193,BorisJohnson PatrickVallance,1,2020-07-11,2020-07-19
4194,Governments,1,2020-07-11,2020-07-19
4195,BORIS,1,2020-07-11,2020-07-19
4196,Relief,1,2020-07-11,2020-07-19
4197,Central Government,1,2020-07-11,2020-07-19
4198,BorisJohnson,11,2020-07-21,2020-07-29
4199,EU,8,2020-07-21,2020-07-29
4200,NHS,7,2020-07-21,2020-07-29
4201,NBC News,6,2020-07-21,2020-07-29
4202,Covid19,6,2020-07-21,2020-07-29
4203,COVID,5,2020-07-21,2020-07-29
4204,ICU,4,2020-07-21,2020-07-29
4205,BBC News,4,2020-07-21,2020-07-29
4206,BBC,3,2020-07-21,2020-07-29
4207,MSM,3,2020-07-21,2020-07-29
4208,Governments,3,2020-07-21,2020-07-29
4209,PPE,3,2020-07-21,2020-07-29
4210,Johns Hopkins,2,2020-07-21,2020-07-29
4211,Trump,2,2020-07-21,2020-07-29
4212,Guardian,2,2020-07-21,2020-07-29
4213,The European Union,2,2020-07-21,2020-07-29
4214,FCO,2,2020-07-21,2020-07-29
4215,Boris Johnsons,2,2020-07-21,2020-07-29
4216,BCB News,2,2020-07-21,2020-07-29
4217,Bradford Council,2,2020-07-21,2020-07-29
4218,SpainQuarantine,2,2020-07-21,2020-07-29
4219,TuesdayMotivation,2,2020-07-21,2020-07-29
4220,London Zoo,2,2020-07-21,2020-07-29
4221,U,2,2020-07-21,2020-07-29
4222,WHO,2,2020-07-21,2020-07-29
4223,Councils,2,2020-07-21,2020-07-29
4224,CCP,2,2020-07-21,2020-07-29
4225,Press,2,2020-07-21,2020-07-29
4226,Nicola,2,2020-07-21,2020-07-29
4227,Sun,2,2020-07-21,2020-07-29
4228,BMI,2,2020-07-21,2020-07-29
4229,CoronavirusAll,1,2020-07-21,2020-07-29
4230,Dominic Cummings,1,2020-07-21,2020-07-29
4231,NBC News Europe,1,2020-07-21,2020-07-29
4232,Health Workers,1,2020-07-21,2020-07-29
4233,Majorca,1,2020-07-21,2020-07-29
4234,BorisJohnson NEW DAILY Comedy,1,2020-07-21,2020-07-29
4235,Barcellona,1,2020-07-21,2020-07-29
4236,the Canary amp Balairic Islands,1,2020-07-21,2020-07-29
4237,httpstcoImKgo4EsEW,1,2020-07-21,2020-07-29
4238,CORONAVIRUS,1,2020-07-21,2020-07-29
4239,RussiaReport,1,2020-07-21,2020-07-29
4240,Anche,1,2020-07-21,2020-07-29
4241,National Research Authority,1,2020-07-21,2020-07-29
4242,PPE Death,1,2020-07-21,2020-07-29
4243,the USA Covid19,1,2020-07-21,2020-07-29
4244,httpstco47CHPIJU0a,1,2020-07-21,2020-07-29
4245,Remainer,1,2020-07-21,2020-07-29
4246,CoronavirusUpdates,1,2020-07-21,2020-07-29
4247,BorisJohnson Britain,1,2020-07-21,2020-07-29
4248,Trumpist,1,2020-07-21,2020-07-29
4249,CummingsJohnson,1,2020-07-21,2020-07-29
4250,Pericles,1,2020-07-21,2020-07-29
4251,K Bien,1,2020-07-21,2020-07-29
4252,Yahoo Finance,1,2020-07-21,2020-07-29
4253,BrexitShambles,1,2020-07-21,2020-07-29
4254,BorisJohnson Travel,1,2020-07-21,2020-07-29
4255,China Fed,1,2020-07-21,2020-07-29
4256,NHL,1,2020-07-21,2020-07-29
4257,Canary Islands,1,2020-07-21,2020-07-29
4258,Zithromax,1,2020-07-21,2020-07-29
4259,Trace,1,2020-07-21,2020-07-29
4260,Bolsonaro TrumpVirus,1,2020-07-21,2020-07-29
4261,BitChute Chile,1,2020-07-21,2020-07-29
4262,Tesco,1,2020-07-21,2020-07-29
4263,Coronavirus,1,2020-07-21,2020-07-29
4264,UK News,1,2020-07-21,2020-07-29
4265,Facebook Twitter YouTube Remove Video of Nigerian Doctor Claiming Hydroxychloroquine Cures COVID19 httpstcoR91JWVHVYg Boris Johnson,1,2020-07-21,2020-07-29
4266,the DIC Cummings,1,2020-07-21,2020-07-29
4267,WebSeries,1,2020-07-21,2020-07-29
4268,Cummings NotMovingOn SackCummings,1,2020-07-21,2020-07-29
4269,Coronavirus WE ARENT OUT OF,1,2020-07-21,2020-07-29
4270,HIM,1,2020-07-21,2020-07-29
4271,Espaa,1,2020-07-21,2020-07-29
4272,Capitol Hill Press Conference,1,2020-07-21,2020-07-29
4273,NHSE,1,2020-07-21,2020-07-29
4274,CanaryIslands,1,2020-07-21,2020-07-29
4275,JoePublic,1,2020-07-21,2020-07-29
4276,GE,1,2020-07-21,2020-07-29
4277,Professor of Sustainable Business,1,2020-07-21,2020-07-29
4278,OUI,1,2020-07-21,2020-07-29
4279,Govt,1,2020-07-21,2020-07-29
4280,EUEEA,1,2020-07-21,2020-07-29
4281,the Trump Distraction University,1,2020-07-21,2020-07-29
4282,Department of Biotechnology DBT,1,2020-07-21,2020-07-29
4283,Estados Unidos,1,2020-07-21,2020-07-29
4284,httpstcoswyF23LzLQ Cat,1,2020-07-21,2020-07-29
4285,the Conservative Party Not Parliament,1,2020-07-21,2020-07-29
4286,CDC,1,2020-07-21,2020-07-29
4287,COVIDrelated,1,2020-07-21,2020-07-29
4288,httpstcounEudA5Uop Celebrity Parents Call,1,2020-07-21,2020-07-29
4289,Superb,1,2020-07-21,2020-07-29
4290,SpainQuarantine httpstcoHH7dqgkaGV Celebrity Parents Call,1,2020-07-21,2020-07-29
4291,DISHONEST,1,2020-07-21,2020-07-29
4292,Corbyn,1,2020-07-21,2020-07-29
4293,CBA,1,2020-07-21,2020-07-29
4294,BLM,1,2020-07-21,2020-07-29
4295,Covid in USA Should,1,2020-07-21,2020-07-29
4296,Nicola Sturgeons,1,2020-07-21,2020-07-29
4297,Priority,1,2020-07-21,2020-07-29
4298,MSS,1,2020-07-21,2020-07-29
4299,USA Gracias Laura,1,2020-07-21,2020-07-29
4300,Mason Mills,1,2020-07-21,2020-07-29
4301,Lefties,1,2020-07-21,2020-07-29
4302,FAT,1,2020-07-21,2020-07-29
4303,Organisational Change,1,2020-07-21,2020-07-29
4304,Theresa,1,2020-07-21,2020-07-29
4305,UKSpain,1,2020-07-21,2020-07-29
4306,Obesitas,1,2020-07-21,2020-07-29
4307,BorisJohnson Brexit COVID Facebook Russianinterference,1,2020-07-21,2020-07-29
4308,Air,1,2020-07-21,2020-07-29
4309,BArbaric,1,2020-07-21,2020-07-29
4310,CanaryIslands Portugal Italia,1,2020-07-21,2020-07-29
4311,Europe Millions,1,2020-07-21,2020-07-29
4312,Covid to Carlaw,1,2020-07-21,2020-07-29
4313,CMO,1,2020-07-21,2020-07-29
4314,El de Snchez,1,2020-07-21,2020-07-29
4315,lUE,1,2020-07-21,2020-07-29
4316,Channel 4 News,1,2020-07-21,2020-07-29
4317,AnnWiddecombe,1,2020-07-21,2020-07-29
4318,TommyRobinson EDL Marbella,1,2020-07-21,2020-07-29
4319,WWhich,1,2020-07-21,2020-07-29
4320,MalagaMadrid,1,2020-07-21,2020-07-29
4321,the Canary Islands Remove,1,2020-07-21,2020-07-29
4322,Jersey CI,1,2020-07-21,2020-07-29
4323,AdBuy,1,2020-07-21,2020-07-29
4324,AC,1,2020-07-21,2020-07-29
4325,NPR Europe,1,2020-07-21,2020-07-29
4326,Canaries Lanzarote,1,2020-07-21,2020-07-29
4327,DeathsMillion,1,2020-07-21,2020-07-29
4328,Lockdown,1,2020-07-21,2020-07-29
4329,gt60,1,2020-07-21,2020-07-29
4330,FLU,1,2020-07-21,2020-07-29
4331,UN,1,2020-07-21,2020-07-29
4332,MLB,1,2020-07-21,2020-07-29
4333,BREXIT,1,2020-07-21,2020-07-29
4334,HCID,1,2020-07-21,2020-07-29
4335,BORISOUT Uturns,1,2020-07-21,2020-07-29
4336,Superfoods,1,2020-07-21,2020-07-29
4337,dCOROnVIRUS,1,2020-07-21,2020-07-29
4338,App,1,2020-07-21,2020-07-29
4339,WILFULLY Fitness,1,2020-07-21,2020-07-29
